,SalePrice,LotFrontage,LotArea,YearBuilt,FullBath,HalfBath,BedroomAbvGr,GarageCars,GarageArea,Utilities_NoSeWa,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
1037,287000,79.0,9240,2001,2,1,3,2,905,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382,213500,79.0,9245,2006,2,1,3,2,639,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,145000,57.0,9245,1994,1,0,3,2,672,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1336,135000,87.0,9246,1973,2,0,4,2,506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1351,171000,70.0,9247,1962,1,1,4,2,490,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
356,173000,70.0,9248,1992,2,0,3,2,400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
633,139400,80.0,9250,1954,1,0,3,1,260,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1451,287090,78.0,9262,2008,2,0,3,3,840,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
911,143500,78.0,9286,1977,1,1,3,1,252,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
469,187000,76.0,9291,1993,2,1,3,2,506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
454,188000,63.0,9297,1976,2,0,4,2,560,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1026,167500,73.0,9300,1960,1,0,3,2,461,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
452,204000,73.0,9303,1996,2,1,3,2,422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
739,190000,65.0,9313,2004,2,1,3,2,572,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,213000,75.0,9317,1993,2,1,3,2,425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1095,176432,78.0,9317,2006,2,0,3,2,440,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,128950,77.0,9320,1959,1,1,3,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
94,204750,69.0,9337,1997,2,1,3,2,684,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1212,113000,50.0,9340,1941,1,0,2,1,234,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1156,179900,85.0,9350,1965,2,0,3,2,502,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
253,158000,85.0,9350,1964,2,0,3,1,309,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1200,116050,71.0,9353,1970,1,0,3,1,280,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
949,197500,78.0,9360,1972,1,1,3,2,676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1194,158000,80.0,9364,1969,1,1,4,1,299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1342,228500,75.0,9375,2002,2,1,3,2,647,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,250000,75.0,9375,2003,2,1,3,2,648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
64,219500,75.0,9375,1997,2,1,3,2,645,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549,263000,75.0,9375,2003,2,1,4,2,615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
388,191000,93.0,9382,1999,2,0,3,2,577,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1283,139000,94.0,9400,1971,2,2,4,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
954,127500,35.0,9400,1975,2,0,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1123,118000,50.0,9405,1947,1,0,2,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,311872,79.0,9416,2007,2,0,3,3,786,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
763,337000,82.0,9430,1999,2,1,3,3,856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1022,87000,52.0,9439,1930,1,0,2,1,160,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
978,110000,68.0,9450,1954,1,0,3,2,400,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
990,348000,82.0,9452,1997,2,1,3,3,870,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
237,194500,82.0,9453,1993,2,1,3,2,457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
122,136000,75.0,9464,1958,1,0,3,1,288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1278,237000,75.0,9473,2002,2,1,3,2,577,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1356,110000,75.0,9477,1966,1,0,3,1,264,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
467,146500,79.0,9480,1942,1,1,3,1,312,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
491,133000,79.0,9490,1941,1,0,3,1,240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1028,105000,79.0,9492,1941,1,0,3,1,240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1052,165000,100.0,9500,1964,1,1,4,2,540,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
366,159000,100.0,9500,1963,1,1,3,2,514,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1424,144000,100.0,9503,1958,1,0,2,1,484,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
147,222500,100.0,9505,2001,2,1,3,2,434,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1027,293077,71.0,9520,2007,2,0,3,3,800,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
838,144000,75.0,9525,1995,1,1,3,1,352,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,136900,75.0,9525,1954,2,0,4,1,325,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
518,211000,75.0,9531,1998,2,1,3,2,546,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1165,233170,79.0,9541,2009,2,0,3,2,644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
832,237000,44.0,9548,2003,2,1,3,2,613,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
764,270000,30.0,9549,1995,1,1,2,2,481,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3,140000,60.0,9550,1915,1,0,3,3,642,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
506,215000,80.0,9554,1993,2,1,3,2,471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1339,128500,120.0,9560,1972,1,0,3,1,288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395,129000,68.0,9571,1956,1,0,3,1,596,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
410,60000,68.0,9571,1958,1,0,3,1,350,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,302000,68.0,9572,1990,2,1,4,2,750,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1258,190000,59.0,9587,2005,2,0,2,2,400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
261,276000,69.0,9588,2007,2,1,3,3,868,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
731,187500,73.0,9590,2003,2,0,3,2,438,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
199,274900,76.0,9591,2004,2,0,3,3,856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
65,317000,76.0,9591,2004,2,1,4,3,852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
835,128000,60.0,9600,1950,2,0,2,2,436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,181500,80.0,9600,1976,2,0,3,2,460,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
676,87000,60.0,9600,1900,2,0,4,3,779,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
740,132000,60.0,9600,1910,2,0,2,2,360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
627,153000,80.0,9600,1955,1,0,3,1,364,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
294,167000,80.0,9600,1953,1,0,3,2,418,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
849,187000,80.0,9600,1976,2,1,3,2,512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1411,140000,80.0,9600,1950,1,1,3,1,271,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1371,165500,80.0,9600,1955,1,0,3,1,377,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1192,125000,60.0,9600,1925,1,0,3,1,250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1136,119000,80.0,9600,1950,1,0,3,1,288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
155,79000,60.0,9600,1924,1,0,2,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
701,140000,80.0,9600,1969,1,1,3,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
509,124500,80.0,9600,1959,1,0,3,1,270,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1248,129500,60.0,9600,1917,1,1,3,2,396,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1044,278000,80.0,9600,1981,2,1,4,2,542,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1069,135000,60.0,9600,1949,1,0,2,2,576,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
455,175500,80.0,9600,1973,1,1,3,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
508,161000,60.0,9600,1928,2,0,3,2,360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
273,139000,80.0,9600,1958,2,0,3,1,338,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1261,128900,80.0,9600,1956,1,0,2,1,338,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
314,178000,60.0,9600,1925,1,1,3,2,546,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
966,160000,130.0,9600,1940,1,1,2,1,256,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
485,147000,80.0,9600,1950,1,0,3,1,264,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
283,244600,74.0,9612,2008,2,0,3,3,898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
882,178000,74.0,9636,1992,2,1,3,2,389,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1284,169000,50.0,9638,1919,2,0,4,1,336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1335,167900,80.0,9650,1977,2,0,2,2,630,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
862,152000,81.0,9672,1984,2,0,3,2,480,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
937,253000,75.0,9675,2005,2,1,3,2,689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1458,142125,68.0,9717,1950,1,0,2,1,240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1379,167500,73.0,9735,2006,2,1,3,2,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1185,104900,60.0,9738,1924,1,0,4,1,392,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,230000,75.0,9742,2002,2,0,3,2,534,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1372,274300,75.0,9750,1998,2,1,3,2,583,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1259,151000,65.0,9750,1969,1,1,3,2,460,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
813,157900,75.0,9750,1958,1,1,4,1,301,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
806,135500,75.0,9750,1967,2,0,3,1,384,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1203,213000,75.0,9750,2000,2,0,3,2,451,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1101,119500,61.0,9758,1971,1,0,3,1,280,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1067,167900,80.0,9760,1964,1,1,4,2,442,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
992,187000,80.0,9760,1964,2,1,3,2,440,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1117,130000,57.0,9764,1967,1,0,3,2,450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
95,185000,57.0,9765,1993,2,1,3,2,420,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
286,159000,77.0,9786,1962,1,1,3,2,440,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
998,91000,60.0,9786,1922,1,0,3,1,210,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785,161500,60.0,9790,1967,2,0,3,2,457,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1286,143000,60.0,9790,1963,1,1,3,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
303,149900,70.0,9800,1972,1,0,3,2,552,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
501,226700,75.0,9803,2005,2,1,3,2,603,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1280,227000,67.0,9808,2002,2,0,3,2,544,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1138,196000,67.0,9819,1977,2,0,2,2,714,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
288,122000,67.0,9819,1967,1,0,3,1,280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1011,100000,75.0,9825,1965,2,0,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1133,239500,80.0,9828,1995,2,1,3,2,466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
369,162000,80.0,9830,1959,1,0,3,2,576,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1360,189000,51.0,9842,1921,3,1,4,2,621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1232,101800,70.0,9842,1962,2,0,2,2,462,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1241,248328,83.0,9849,2007,2,0,3,3,954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
445,127500,73.0,9855,1956,1,0,3,2,480,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1252,130000,62.0,9858,1968,1,0,3,1,288,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
713,129000,60.0,9873,1970,1,0,3,2,576,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1170,171000,76.0,9880,1977,1,0,3,1,358,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1132,117500,90.0,9900,1880,2,0,5,1,205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
823,139500,60.0,9900,1940,2,0,3,1,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
318,260000,90.0,9900,1993,2,1,4,3,656,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
927,176000,90.0,9900,1968,2,1,4,2,486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
217,107000,57.0,9906,1925,1,0,3,1,210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
719,128500,69.0,9920,1969,1,1,3,1,300,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
792,269790,92.0,9920,1996,2,1,3,2,455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
905,128000,80.0,9920,1954,1,0,3,1,280,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
659,167000,75.0,9937,1964,1,0,3,2,480,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1459,147500,75.0,9937,1965,1,1,3,1,276,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
869,236000,80.0,9938,1993,2,1,3,2,574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
679,128500,80.0,9945,1961,1,0,3,2,572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
186,173000,80.0,9947,1990,2,0,3,2,497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
226,290000,82.0,9950,1995,2,1,4,3,721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
112,383970,77.0,9965,2007,2,1,4,3,792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1142,424870,77.0,9965,2006,3,0,4,3,1052,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
573,170000,76.0,9967,2000,2,1,3,2,400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,147000,75.0,9986,2006,2,0,2,3,895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
405,150000,75.0,9991,1976,2,0,3,2,490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1330,227000,85.0,10000,2006,2,0,3,3,825,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
625,160000,87.0,10000,1962,1,1,3,2,440,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
717,157000,80.0,10000,1973,1,1,3,2,439,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1447,240000,80.0,10000,1995,2,1,3,2,556,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
733,131400,80.0,10000,1961,1,0,3,1,264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
833,167000,100.0,10004,1964,1,1,3,2,472,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
279,192000,83.0,10005,1977,2,1,4,2,505,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
656,145500,72.0,10007,1959,1,1,3,1,312,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
561,170000,77.0,10010,1974,1,0,2,2,418,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215,134450,72.0,10011,1957,1,0,2,1,447,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
663,137500,90.0,10012,1972,2,0,3,2,588,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375,61000,90.0,10020,1922,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,211000,97.0,10029,1988,2,1,4,2,521,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
602,220000,80.0,10041,1992,2,1,3,2,506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
936,184900,67.0,10083,2003,2,0,2,2,555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1121,212900,84.0,10084,2005,2,0,3,3,782,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,307000,75.0,10084,2004,2,0,3,2,636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
165,127500,62.0,10106,1940,2,0,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266,122000,60.0,10120,1910,1,1,4,1,308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1302,290000,92.0,10120,1994,2,1,4,3,844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
984,126000,75.0,10125,1977,2,0,4,2,539,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
201,171500,75.0,10125,1977,2,0,3,2,473,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
394,109000,60.0,10134,1940,1,0,2,1,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
810,181000,78.0,10140,1974,1,1,3,2,484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1204,153500,78.0,10140,1975,1,1,3,2,495,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
715,165000,78.0,10140,1974,2,0,3,2,478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
542,213250,78.0,10140,1998,2,0,3,2,583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1293,162900,78.0,10140,1976,2,1,4,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
72,185000,74.0,10141,1998,2,1,3,2,427,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
787,233000,76.0,10142,2004,2,1,4,2,618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
773,114500,70.0,10150,1958,1,0,2,1,275,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1070,135000,72.0,10152,1956,1,0,3,1,286,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
