EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Department,DistanceFromHome,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,LeftRole
2.0,4.0,3.0,42,Sales,21,1,Healthcare Representative,22010,4.0,12,8,16.0,3,1,0,4,3,No
2.0,4.0,2.0,29,Sales,4,2,Healthcare Representative,65400,1.0,22,8,10.0,2,10,1,1,4,No
3.0,3.0,4.0,38,Research & Development,1,1,Human Resources,38160,1.0,13,8,7.0,2,7,5,2,3,No
3.0,3.0,3.0,28,Sales,6,1,Manager,52530,1.0,15,8,3.0,2,3,0,3,3,No
3.0,3.0,3.0,18,Research & Development,2,3,Laboratory Technician,109650,1.0,18,8,0.0,5,0,0,4,3,Yes
1.0,1.0,3.0,33,Research & Development,3,1,Sales Executive,49360,0.0,14,8,6.0,2,5,0,2,3,Yes
2.0,4.0,3.0,41,Research & Development,4,2,Research Scientist,25430,3.0,12,8,6.0,3,1,0,3,3,No
3.0,3.0,2.0,31,Sales,10,1,Research Director,53040,1.0,17,8,2.0,3,2,2,4,3,Yes
3.0,4.0,3.0,37,Research & Development,23,3,Manufacturing Director,166590,7.0,16,8,9.0,2,6,1,3,3,No
4.0,3.0,3.0,27,Research & Development,6,1,Healthcare Representative,42600,1.0,11,8,4.0,2,4,2,3,3,No
2.0,3.0,2.0,34,Sales,1,2,Laboratory Technician,24760,1.0,19,8,6.0,2,6,1,3,3,No
3.0,3.0,1.0,35,Research & Development,6,3,Laboratory Technician,31020,1.0,13,8,6.0,3,5,1,2,3,No
4.0,1.0,1.0,29,Research & Development,6,1,Sales Executive,22440,1.0,12,8,11.0,5,11,3,1,3,Yes
2.0,3.0,2.0,40,Research & Development,2,4,Human Resources,75960,9.0,11,8,20.0,0,18,2,1,3,No
3.0,1.0,2.0,42,Sales,2,1,Laboratory Technician,22850,0.0,16,8,22.0,3,21,13,1,3,Yes
2.0,1.0,4.0,42,Research & Development,1,4,Laboratory Technician,30340,7.0,21,8,9.0,3,6,1,2,4,No
4.0,3.0,3.0,35,Research & Development,5,1,Healthcare Representative,57150,6.0,24,8,10.0,0,8,1,3,4,No
4.0,2.0,3.0,24,Sales,7,1,Laboratory Technician,25760,8.0,17,8,6.0,3,4,1,3,3,No
3.0,4.0,2.0,28,Research & Development,15,2,Sales Executive,41970,1.0,13,8,1.0,3,1,0,1,3,Yes
1.0,4.0,3.0,26,Research & Development,1,2,Sales Representative,143360,1.0,21,8,8.0,3,8,0,3,4,No
3.0,3.0,3.0,30,Research & Development,7,1,Manufacturing Director,34480,1.0,11,8,10.0,3,10,1,3,3,No
3.0,4.0,1.0,40,Research & Development,26,2,Research Scientist,194060,3.0,20,8,16.0,2,1,0,3,4,No
3.0,2.0,4.0,35,Research & Development,18,2,Research Scientist,65380,2.0,16,8,15.0,3,7,6,3,3,No
4.0,1.0,3.0,34,Research & Development,6,1,Research Director,43060,0.0,11,8,14.0,2,13,4,3,3,No
4.0,4.0,4.0,35,Research & Development,3,2,Laboratory Technician,22580,1.0,11,8,2.0,2,2,2,3,3,No
1.0,3.0,2.0,43,Sales,5,3,Research Scientist,45220,8.0,15,8,7.0,3,4,1,3,3,Yes
3.0,1.0,3.0,32,Research & Development,11,2,Research Scientist,44870,1.0,11,8,1.0,5,1,0,2,3,No
4.0,1.0,3.0,56,Research & Development,3,2,Healthcare Representative,44490,4.0,15,8,28.0,3,5,4,1,3,No
2.0,4.0,3.0,29,Research & Development,26,1,Laboratory Technician,22180,1.0,24,8,10.0,1,10,0,3,4,No
3.0,1.0,3.0,19,Research & Development,23,2,Laboratory Technician,191970,1.0,12,8,1.0,2,1,0,3,3,No
1.0,3.0,2.0,45,Research & Development,22,2,Sales Representative,132120,4.0,13,8,7.0,4,3,0,3,3,No
4.0,4.0,2.0,37,Research & Development,14,3,Research Scientist,65770,1.0,13,8,14.0,1,14,3,1,3,No
1.0,3.0,2.0,20,Research & Development,6,5,Research Director,83920,1.0,17,8,2.0,5,2,1,3,3,No
3.0,3.0,3.0,44,Human Resources,6,3,Sales Executive,45580,1.0,13,8,6.0,2,6,0,1,3,Yes
4.0,3.0,3.0,53,Research & Development,6,1,Research Director,40310,3.0,12,8,26.0,3,7,4,2,3,No
2.0,4.0,2.0,29,Research & Development,23,1,Sales Executive,79690,0.0,14,8,6.0,3,5,1,3,3,No
3.0,4.0,3.0,22,Research & Development,22,1,Sales Representative,26540,0.0,24,8,1.0,5,0,0,2,4,Yes
3.0,1.0,3.0,46,Research & Development,2,2,Research Scientist,165550,8.0,14,8,28.0,4,26,15,3,3,No
4.0,3.0,3.0,44,Research & Development,20,1,Sales Representative,45560,2.0,13,8,6.0,4,0,0,3,3,No
2.0,3.0,3.0,33,Research & Development,28,1,Manager,60910,1.0,15,8,5.0,6,5,1,1,3,No
1.0,1.0,1.0,41,Research & Development,12,2,Sales Representative,195660,6.0,16,8,5.0,2,1,0,4,3,Yes
3.0,1.0,3.0,30,Sales,20,3,Sales Executive,48100,8.0,18,8,8.0,3,4,0,2,3,No
2.0,2.0,3.0,40,Sales,9,1,Manufacturing Director,45230,5.0,16,8,5.0,5,0,0,4,3,No
4.0,1.0,3.0,28,Research & Development,6,2,Research Scientist,23510,1.0,16,8,6.0,4,6,3,3,3,No
4.0,2.0,3.0,46,Research & Development,8,3,Manager,17020,5.0,21,8,25.0,2,4,0,3,4,No
3.0,1.0,3.0,35,Sales,4,1,Laboratory Technician,180410,3.0,20,8,15.0,3,7,1,2,4,No
4.0,2.0,1.0,24,Human Resources,28,3,Manufacturing Director,28860,1.0,19,8,1.0,5,1,0,3,3,Yes
2.0,3.0,2.0,33,Research & Development,9,1,Sales Executive,20970,1.0,14,8,10.0,5,10,0,2,3,No
3.0,3.0,3.0,36,Research & Development,9,2,Sales Executive,119350,1.0,11,8,7.0,6,7,1,4,3,No
3.0,3.0,2.0,30,Sales,29,1,Sales Executive,25460,1.0,14,8,10.0,2,10,8,3,3,No
4.0,4.0,3.0,44,Research & Development,3,2,Research Scientist,25640,1.0,12,8,20.0,3,20,13,1,3,No
3.0,4.0,3.0,20,Research & Development,18,1,Human Resources,84120,1.0,13,8,2.0,2,2,2,2,3,No
4.0,4.0,2.0,46,Sales,9,1,Sales Executive,141180,2.0,22,8,12.0,3,6,1,3,4,No
4.0,1.0,4.0,42,Research & Development,5,5,Sales Executive,170460,7.0,11,8,10.0,3,4,0,2,3,No
2.0,4.0,3.0,60,Sales,2,2,Sales Executive,25640,0.0,14,8,12.0,3,11,1,3,3,No
3.0,2.0,3.0,32,Sales,10,1,Sales Executive,102660,1.0,11,8,2.0,3,2,2,3,3,No
4.0,3.0,3.0,32,Research & Development,9,2,Research Scientist,50700,4.0,12,8,10.0,6,8,0,3,3,No
3.0,1.0,3.0,36,Sales,3,4,Healthcare Representative,178610,2.0,18,8,17.0,2,7,7,2,3,No
1.0,4.0,3.0,33,Sales,26,1,Research Scientist,42300,0.0,12,8,15.0,0,14,4,3,3,No
2.0,2.0,4.0,40,Research & Development,1,2,Research Scientist,37800,7.0,12,8,7.0,2,5,1,1,3,No
3.0,4.0,3.0,25,Research & Development,6,1,Laboratory Technician,27680,0.0,22,8,5.0,0,4,1,3,4,No
4.0,2.0,3.0,30,Sales,9,1,Research Scientist,90710,0.0,19,8,12.0,2,11,5,2,3,No
1.0,1.0,3.0,42,Human Resources,8,1,Sales Executive,106480,3.0,13,8,20.0,1,1,0,3,3,No
3.0,4.0,2.0,35,Research & Development,1,2,Sales Executive,136100,4.0,22,8,16.0,4,13,4,2,4,No
1.0,1.0,2.0,27,Research & Development,7,3,Manufacturing Director,34080,1.0,24,8,9.0,2,9,6,3,4,No
4.0,3.0,1.0,54,Research & Development,9,2,Sales Representative,29830,7.0,14,8,33.0,2,5,1,2,3,No
1.0,4.0,3.0,44,Human Resources,4,5,Laboratory Technician,76320,1.0,21,8,10.0,3,10,7,3,4,No
1.0,2.0,4.0,19,Sales,2,3,Healthcare Representative,98240,1.0,18,8,1.0,2,1,0,3,3,Yes
1.0,4.0,3.0,29,Research & Development,19,1,Manufacturing Director,99500,1.0,20,8,3.0,3,3,1,3,4,No
4.0,4.0,3.0,54,Research & Development,9,2,Sales Executive,20930,3.0,19,8,36.0,2,10,0,3,3,No
3.0,1.0,2.0,31,Research & Development,21,2,Laboratory Technician,99800,1.0,12,8,6.0,1,6,0,3,3,No
3.0,1.0,3.0,31,Sales,24,1,Sales Executive,38940,1.0,12,8,10.0,3,10,1,4,3,No
3.0,4.0,3.0,59,Research & Development,3,1,Research Scientist,40510,5.0,16,8,13.0,3,6,0,3,3,No
3.0,4.0,3.0,43,Research & Development,11,3,Laboratory Technician,168350,3.0,17,8,25.0,3,8,0,3,3,No
1.0,3.0,4.0,49,Sales,14,2,Research Scientist,62300,2.0,14,8,23.0,2,1,0,2,3,No
3.0,2.0,2.0,36,Sales,5,1,Laboratory Technician,47170,1.0,19,8,12.0,3,11,0,3,3,No
4.0,2.0,2.0,48,Research & Development,1,2,Laboratory Technician,132370,5.0,13,8,7.0,2,1,0,4,3,No
1.0,3.0,3.0,27,Research & Development,6,2,Laboratory Technician,37550,1.0,19,8,5.0,2,5,0,3,3,No
3.0,4.0,3.0,29,Sales,17,1,Laboratory Technician,65820,1.0,19,8,6.0,3,6,1,3,3,No
4.0,4.0,4.0,48,Sales,1,2,Manufacturing Director,74060,6.0,14,8,25.0,2,1,0,3,3,No
4.0,4.0,2.0,29,Research & Development,3,2,Healthcare Representative,48050,3.0,16,8,9.0,2,7,1,3,3,No
3.0,3.0,2.0,34,Sales,9,2,Laboratory Technician,27410,0.0,15,8,2.0,3,1,0,3,3,No
2.0,2.0,3.0,44,Research & Development,4,1,Laboratory Technician,42620,7.0,18,8,26.0,2,22,3,3,3,No
4.0,3.0,3.0,33,Research & Development,8,2,Research Scientist,161840,0.0,13,8,10.0,2,9,0,4,3,No
2.0,4.0,3.0,19,Sales,2,3,Laboratory Technician,115570,1.0,22,8,1.0,0,1,0,3,4,No
4.0,3.0,3.0,23,Sales,2,3,Laboratory Technician,18780,1.0,13,8,1.0,2,1,0,3,3,No
3.0,4.0,3.0,25,Research & Development,1,1,Manufacturing Director,109320,1.0,11,8,1.0,3,1,1,3,3,Yes
3.0,4.0,2.0,26,Human Resources,9,2,Research Scientist,68110,1.0,11,8,8.0,4,8,2,3,3,No
1.0,2.0,3.0,45,Human Resources,12,2,Laboratory Technician,43060,2.0,11,8,26.0,3,24,1,3,3,Yes
4.0,2.0,3.0,55,Research & Development,27,2,Manager,48590,1.0,24,8,34.0,3,33,15,4,4,No
1.0,3.0,1.0,21,Research & Development,20,4,Research Scientist,53370,1.0,14,8,2.0,2,2,2,3,3,Yes
4.0,2.0,3.0,46,Research & Development,1,1,Manufacturing Director,23400,2.0,13,8,26.0,2,11,0,1,3,No
3.0,1.0,3.0,34,Sales,13,3,Sales Representative,74910,0.0,14,8,4.0,3,3,0,2,3,No
4.0,2.0,2.0,51,Research & Development,14,2,Research Director,105270,4.0,14,8,31.0,3,29,11,3,3,No
4.0,4.0,2.0,59,Research & Development,4,2,Research Scientist,165950,6.0,21,8,25.0,2,9,5,3,4,No
3.0,2.0,4.0,34,Sales,14,3,Research Scientist,88340,4.0,13,8,15.0,1,11,5,3,3,No
4.0,3.0,2.0,28,Research & Development,2,1,Manager,55770,0.0,19,8,5.0,3,4,0,3,3,No
3.0,1.0,2.0,44,Research & Development,3,2,Research Scientist,47070,1.0,17,8,26.0,4,25,14,1,3,No
3.0,2.0,4.0,34,Sales,1,2,Sales Executive,24000,4.0,18,8,14.0,3,10,1,3,3,No
3.0,3.0,3.0,35,Research & Development,9,4,Healthcare Representative,98240,0.0,19,8,4.0,2,3,2,3,3,No
2.0,2.0,3.0,42,Research & Development,23,1,Manager,64470,6.0,13,8,18.0,3,1,0,3,3,No
4.0,4.0,4.0,43,Research & Development,7,1,Laboratory Technician,195020,3.0,18,8,23.0,3,21,15,4,3,No
3.0,2.0,3.0,36,Research & Development,2,1,Healthcare Representative,27250,9.0,21,8,18.0,4,16,5,2,4,No
1.0,4.0,3.0,44,Research & Development,21,2,Laboratory Technician,62720,1.0,19,8,10.0,3,10,0,3,3,Yes
4.0,4.0,3.0,28,Research & Development,2,2,Sales Representative,21270,1.0,14,8,2.0,3,2,2,3,3,No
3.0,3.0,3.0,30,Research & Development,2,1,Research Scientist,20960,7.0,11,8,10.0,2,8,1,3,3,No
2.0,3.0,3.0,29,Research & Development,29,1,Sales Representative,28860,3.0,13,8,10.0,4,7,7,3,3,Yes
4.0,1.0,2.0,28,Sales,1,2,Sales Representative,20330,2.0,15,8,5.0,5,3,1,3,3,No
4.0,2.0,2.0,25,Research & Development,18,1,Research Scientist,36220,1.0,25,8,2.0,0,2,2,3,4,No
3.0,4.0,4.0,32,Research & Development,10,1,Sales Executive,42330,1.0,11,8,10.0,5,10,0,3,3,No
3.0,2.0,3.0,39,Sales,29,1,Laboratory Technician,54600,6.0,13,8,21.0,3,19,15,3,3,No
1.0,3.0,3.0,58,Research & Development,27,2,Laboratory Technician,21870,1.0,18,8,2.0,1,2,2,1,3,No
4.0,3.0,3.0,32,Research & Development,5,1,Sales Executive,96020,1.0,13,8,10.0,3,10,1,3,3,Yes
3.0,1.0,3.0,39,Research & Development,18,2,Laboratory Technician,28360,0.0,20,8,6.0,3,5,0,2,4,Yes
1.0,4.0,3.0,30,Sales,9,4,Research Director,40890,0.0,18,8,10.0,2,9,6,4,3,No
4.0,3.0,3.0,36,Sales,1,2,Sales Executive,166270,3.0,12,8,10.0,5,7,1,2,3,No
4.0,1.0,4.0,46,Sales,4,1,Research Scientist,26190,6.0,12,8,10.0,3,7,5,2,3,No
3.0,4.0,3.0,28,Research & Development,1,5,Sales Executive,56790,0.0,13,8,10.0,2,9,7,2,3,No
4.0,1.0,3.0,50,Research & Development,20,5,Laboratory Technician,154020,4.0,21,8,25.0,3,3,1,2,4,No
4.0,2.0,3.0,40,Sales,8,1,Laboratory Technician,59850,2.0,13,8,9.0,1,5,1,2,3,Yes
2.0,2.0,2.0,52,Research & Development,3,3,Laboratory Technician,25790,9.0,19,8,10.0,1,8,7,3,3,Yes
2.0,1.0,3.0,30,Research & Development,6,1,Sales Executive,30410,1.0,11,8,9.0,2,9,0,2,3,No
1.0,3.0,3.0,39,Research & Development,26,2,Healthcare Representative,34470,0.0,14,8,9.0,5,8,1,3,3,No
4.0,3.0,2.0,31,Research & Development,1,1,Sales Executive,195130,1.0,12,8,10.0,1,10,9,2,3,No
3.0,2.0,3.0,41,Sales,6,1,Research Director,27730,1.0,11,8,19.0,3,19,11,3,3,No
4.0,2.0,4.0,31,Research & Development,3,1,Sales Executive,71040,1.0,14,8,3.0,3,3,2,3,3,Yes
1.0,1.0,4.0,44,Sales,5,1,Laboratory Technician,63220,4.0,11,8,10.0,2,3,1,3,3,Yes
3.0,3.0,2.0,42,Research & Development,4,2,Laboratory Technician,20830,0.0,12,8,21.0,3,20,2,2,3,No
4.0,3.0,3.0,55,Sales,11,2,Manufacturing Director,83810,4.0,15,8,23.0,3,19,9,3,3,No
4.0,2.0,3.0,56,Sales,3,3,Manufacturing Director,26910,6.0,16,8,36.0,6,7,7,3,3,No
3.0,3.0,3.0,40,Research & Development,1,1,Laboratory Technician,42860,9.0,15,8,6.0,6,4,0,3,3,No
4.0,4.0,2.0,34,Research & Development,3,2,Research Director,26590,0.0,24,8,10.0,2,9,1,3,4,No
3.0,4.0,3.0,40,Sales,4,2,Sales Executive,94340,1.0,13,8,9.0,3,9,8,2,3,No
3.0,1.0,3.0,41,Sales,1,2,Healthcare Representative,55610,0.0,11,8,10.0,2,9,1,2,3,No
3.0,3.0,3.0,35,Sales,1,2,Manager,66460,1.0,13,8,9.0,2,9,1,2,3,No
3.0,2.0,3.0,51,Sales,18,4,Manufacturing Director,77250,1.0,13,8,33.0,2,33,0,3,3,No
2.0,1.0,3.0,38,Sales,2,1,Research Scientist,107250,3.0,18,8,11.0,5,7,1,2,3,No
3.0,1.0,4.0,34,Sales,4,2,Research Scientist,88470,1.0,16,8,10.0,3,10,9,4,3,No
4.0,4.0,2.0,25,Research & Development,6,4,Research Scientist,20450,3.0,19,8,7.0,3,3,1,3,3,No
3.0,1.0,2.0,58,Sales,1,2,Sales Executive,10090,7.0,13,8,31.0,3,10,5,4,3,Yes
2.0,2.0,3.0,40,Research & Development,14,1,Research Scientist,33480,3.0,22,8,7.0,2,4,0,1,4,No
1.0,1.0,2.0,36,Sales,16,1,Research Scientist,12810,2.0,11,8,17.0,2,15,6,3,3,No
4.0,4.0,3.0,48,Research & Development,2,2,Research Scientist,28190,1.0,20,8,11.0,2,10,0,2,4,No
4.0,2.0,2.0,51,Research & Development,4,3,Manufacturing Director,40280,3.0,14,8,29.0,3,5,0,3,3,No
4.0,4.0,4.0,18,Research & Development,1,2,Sales Executive,27200,1.0,22,8,0.0,2,0,0,3,4,No
4.0,4.0,3.0,35,Research & Development,1,2,Research Director,81200,0.0,13,8,10.0,2,9,0,2,3,No
4.0,4.0,3.0,27,Research & Development,26,1,Research Director,46470,3.0,17,8,8.0,3,6,0,4,3,No
1.0,3.0,2.0,55,Research & Development,19,1,Human Resources,46800,6.0,14,8,24.0,0,19,3,4,3,Yes
4.0,2.0,3.0,56,Research & Development,24,2,Laboratory Technician,32210,4.0,15,8,33.0,2,19,15,3,3,No
1.0,3.0,3.0,34,Sales,1,2,Research Scientist,86210,1.0,17,8,5.0,1,5,0,3,3,No
2.0,3.0,3.0,40,Research & Development,3,2,Sales Executive,45770,5.0,11,8,15.0,3,12,11,2,3,No
2.0,3.0,3.0,34,Research & Development,5,1,Research Scientist,45530,4.0,18,8,10.0,2,8,7,4,3,No
3.0,4.0,4.0,31,Research & Development,2,2,Manufacturing Director,53960,7.0,17,8,3.0,2,1,0,1,3,Yes
4.0,3.0,2.0,35,Research & Development,1,1,Manufacturing Director,67960,0.0,13,8,5.0,2,4,3,3,3,Yes
4.0,3.0,3.0,38,Research & Development,7,2,Sales Representative,76250,1.0,15,8,4.0,2,4,0,2,3,No
3.0,4.0,4.0,34,Research & Development,10,2,Laboratory Technician,74120,1.0,24,8,14.0,4,14,4,3,4,No
3.0,1.0,3.0,28,Research & Development,2,2,Healthcare Representative,111590,1.0,12,8,5.0,2,5,0,3,3,No
4.0,3.0,2.0,31,Research & Development,15,2,Sales Executive,49600,1.0,15,8,10.0,3,10,6,2,3,Yes
1.0,4.0,4.0,39,Research & Development,17,2,Healthcare Representative,104750,3.0,11,8,8.0,3,5,1,3,3,No
2.0,2.0,3.0,51,Research & Development,20,2,Sales Executive,148140,2.0,11,8,14.0,2,4,3,2,3,No
4.0,4.0,2.0,41,Research & Development,1,4,Sales Executive,191410,3.0,12,8,12.0,2,6,3,3,3,No
3.0,3.0,3.0,37,Research & Development,2,1,Healthcare Representative,54050,7.0,15,8,8.0,3,6,1,4,3,No
2.0,4.0,4.0,33,Research & Development,2,1,Sales Executive,87930,6.0,17,8,8.0,2,5,1,3,3,No
3.0,2.0,2.0,32,Research & Development,1,5,Research Director,191890,0.0,12,8,4.0,3,3,1,3,3,No
3.0,3.0,3.0,39,Research & Development,29,2,Sales Executive,38750,3.0,15,8,13.0,3,6,0,3,3,No
1.0,3.0,2.0,25,Research & Development,7,1,Sales Executive,22160,2.0,13,8,6.0,2,3,1,2,3,No
4.0,3.0,2.0,52,Research & Development,2,2,Sales Executive,117130,2.0,14,8,24.0,2,5,0,3,3,No
1.0,3.0,1.0,43,Research & Development,2,1,Laboratory Technician,78610,1.0,14,8,20.0,1,20,1,3,3,No
4.0,4.0,3.0,27,Research & Development,2,1,Human Resources,37080,1.0,16,8,6.0,2,6,4,3,3,No
4.0,3.0,3.0,27,Research & Development,2,1,Research Scientist,137700,1.0,18,8,8.0,3,8,7,4,3,Yes
1.0,4.0,3.0,26,Research & Development,2,3,Laboratory Technician,53040,0.0,20,8,5.0,2,4,1,3,4,No
3.0,1.0,3.0,42,Sales,23,3,Research Scientist,26420,0.0,13,8,21.0,3,20,0,3,3,No
3.0,1.0,1.0,52,Research & Development,5,1,Healthcare Representative,27590,9.0,18,8,12.0,6,5,0,3,3,No
1.0,3.0,3.0,37,Research & Development,20,2,Manager,68040,4.0,13,8,8.0,1,3,0,3,3,No
3.0,4.0,3.0,35,Research & Development,6,2,Research Director,61420,2.0,15,8,10.0,2,2,2,3,3,No
1.0,4.0,2.0,25,Research & Development,1,2,Sales Executive,25000,4.0,14,8,7.0,2,3,0,1,3,No
3.0,1.0,3.0,26,Research & Development,29,1,Research Scientist,63890,0.0,22,8,8.0,2,7,0,2,4,No
2.0,1.0,2.0,29,Sales,9,1,Laboratory Technician,111030,1.0,12,8,10.0,5,10,0,2,3,No
1.0,1.0,3.0,49,Sales,6,2,Healthcare Representative,23420,3.0,18,8,20.0,2,4,1,3,3,Yes
3.0,4.0,3.0,29,Sales,3,2,Laboratory Technician,68110,0.0,15,8,9.0,2,8,7,3,3,Yes
4.0,4.0,2.0,54,Sales,1,2,Manager,22970,6.0,18,8,29.0,2,20,12,2,3,No
4.0,1.0,3.0,58,Sales,22,2,Laboratory Technician,24500,3.0,12,8,32.0,2,9,1,3,3,No
2.0,4.0,4.0,55,Research & Development,7,3,Research Scientist,50930,2.0,16,8,31.0,3,7,0,3,3,No
1.0,2.0,3.0,36,Research & Development,1,2,Sales Executive,53090,3.0,13,8,15.0,5,5,0,3,3,No
2.0,3.0,3.0,31,Sales,4,2,Manager,30570,1.0,19,8,1.0,3,1,0,3,3,Yes
4.0,1.0,3.0,30,Sales,3,3,Sales Executive,51210,7.0,13,8,8.0,4,3,0,3,3,No
4.0,1.0,3.0,34,Sales,2,5,Manager,26860,5.0,11,8,10.0,3,4,1,4,3,No
1.0,2.0,4.0,31,Sales,20,1,Research Scientist,61800,1.0,14,8,1.0,2,1,0,1,3,Yes
2.0,1.0,4.0,27,Human Resources,11,4,Sales Executive,66320,0.0,16,8,6.0,3,5,1,3,3,No
1.0,4.0,2.0,36,Sales,1,2,Research Scientist,35050,1.0,12,8,10.0,2,10,1,2,3,No
3.0,1.0,2.0,36,Research & Development,24,3,Research Director,63970,4.0,14,8,11.0,3,3,0,3,3,No
1.0,4.0,2.0,47,Research & Development,23,2,Sales Executive,62740,7.0,14,8,17.0,0,6,1,3,3,No
1.0,1.0,3.0,25,Sales,16,2,Research Scientist,198590,3.0,19,8,6.0,3,3,2,2,3,Yes
3.0,3.0,1.0,37,Sales,8,1,Healthcare Representative,75870,0.0,22,8,7.0,5,6,1,3,4,No
1.0,1.0,4.0,56,Research & Development,10,2,Sales Representative,42580,2.0,16,8,5.0,2,3,1,3,3,No
1.0,3.0,4.0,47,Research & Development,3,2,Laboratory Technician,43640,3.0,11,8,26.0,3,20,5,3,3,No
4.0,3.0,3.0,24,Research & Development,5,1,Manufacturing Director,43350,1.0,15,8,5.0,5,5,0,3,3,No
4.0,4.0,2.0,32,Sales,4,1,Research Scientist,53260,4.0,14,8,7.0,2,4,0,3,3,No
4.0,2.0,2.0,34,Research & Development,9,1,Sales Executive,32800,5.0,13,8,7.0,3,5,0,3,3,No
2.0,3.0,2.0,41,Research & Development,26,3,Sales Executive,54850,2.0,17,8,7.0,2,4,0,3,3,No
3.0,3.0,4.0,40,Sales,3,1,Sales Executive,43420,3.0,11,8,11.0,6,8,0,2,3,No
1.0,4.0,3.0,31,Research & Development,16,2,Human Resources,27820,1.0,19,8,13.0,5,13,9,3,3,No
1.0,4.0,4.0,46,Research & Development,18,1,Manufacturing Director,59800,4.0,11,8,28.0,2,7,4,3,3,Yes
1.0,1.0,4.0,39,Research & Development,2,2,Manufacturing Director,43810,2.0,15,8,11.0,1,1,0,2,3,Yes
3.0,2.0,3.0,31,Sales,2,2,Sales Executive,25720,1.0,13,8,10.0,3,10,4,3,3,Yes
2.0,1.0,3.0,45,Sales,10,1,Sales Executive,38330,2.0,14,8,24.0,1,7,0,3,3,No
4.0,2.0,3.0,31,Research & Development,16,3,Human Resources,42440,9.0,13,8,8.0,3,3,0,3,3,No
2.0,4.0,1.0,31,Research & Development,7,1,Laboratory Technician,65000,6.0,23,8,7.0,5,2,2,3,4,Yes
2.0,4.0,4.0,45,Research & Development,1,1,Research Scientist,184300,4.0,12,8,10.0,5,3,1,3,3,No
3.0,1.0,3.0,48,Research & Development,24,2,Research Scientist,16010,4.0,12,8,15.0,3,2,2,3,3,No
1.0,3.0,3.0,34,Research & Development,7,2,Research Scientist,26940,1.0,16,8,2.0,3,2,2,3,3,Yes
4.0,2.0,3.0,40,Research & Development,25,1,Sales Executive,31490,2.0,15,8,16.0,1,9,4,2,3,No
4.0,1.0,3.0,28,Research & Development,1,1,Research Scientist,176390,0.0,13,8,6.0,0,5,1,3,3,No
3.0,3.0,3.0,44,Research & Development,5,1,Laboratory Technician,23190,3.0,18,8,7.0,4,5,0,2,3,No
4.0,2.0,2.0,53,Research & Development,2,2,Manager,116910,4.0,20,8,35.0,2,9,8,3,4,No
1.0,3.0,2.0,49,Research & Development,7,3,Laboratory Technician,53240,2.0,19,8,20.0,2,3,1,1,3,No
3.0,3.0,4.0,40,Research & Development,2,3,Laboratory Technician,167520,2.0,18,8,8.0,3,3,1,3,3,No
4.0,2.0,2.0,44,Research & Development,5,3,Research Scientist,52280,1.0,13,8,6.0,2,5,1,4,3,No
4.0,1.0,3.0,33,Human Resources,10,2,Sales Executive,27000,0.0,14,8,5.0,2,4,0,3,3,No
4.0,1.0,3.0,34,Research & Development,10,1,Sales Representative,192460,3.0,15,8,15.0,5,13,3,3,3,No
4.0,3.0,2.0,30,Sales,1,1,Laboratory Technician,25060,8.0,22,8,4.0,3,2,2,3,4,No
1.0,4.0,3.0,42,Research & Development,8,1,Sales Executive,60620,1.0,22,8,12.0,2,12,5,3,4,No
1.0,3.0,2.0,44,Research & Development,5,5,Manufacturing Director,43820,7.0,16,8,11.0,2,1,0,3,3,No
3.0,3.0,2.0,30,Research & Development,8,1,Manufacturing Director,21430,1.0,17,8,1.0,2,1,0,3,3,No
2.0,3.0,2.0,57,Sales,2,3,Research Scientist,61620,0.0,14,8,13.0,5,12,2,2,3,No
3.0,2.0,3.0,49,Research & Development,7,2,Sales Executive,50940,3.0,15,8,29.0,5,8,0,3,3,No
2.0,1.0,2.0,34,Research & Development,2,2,Sales Representative,68770,7.0,20,8,16.0,3,14,6,3,4,No
1.0,3.0,4.0,28,Research & Development,2,1,Research Scientist,22740,3.0,20,8,5.0,5,3,1,3,4,Yes
1.0,2.0,1.0,29,Research & Development,28,5,Research Scientist,44340,5.0,17,8,7.0,1,5,0,3,3,Yes
1.0,2.0,4.0,34,Research & Development,7,1,Research Scientist,62880,0.0,15,8,16.0,2,15,10,3,3,Yes
4.0,3.0,3.0,35,Sales,7,4,Healthcare Representative,25530,1.0,14,8,1.0,4,1,0,2,3,No
2.0,1.0,2.0,24,Sales,3,2,Research Scientist,76540,2.0,17,8,4.0,3,0,0,2,3,Yes
4.0,2.0,3.0,24,Research & Development,10,2,Manager,51600,1.0,17,8,1.0,3,1,0,1,3,No
2.0,3.0,2.0,44,Research & Development,5,2,Research Scientist,171590,5.0,22,8,16.0,1,2,2,2,4,No
3.0,3.0,3.0,29,Sales,10,1,Sales Executive,128080,1.0,13,8,10.0,6,10,0,3,3,No
3.0,3.0,4.0,30,Research & Development,1,3,Sales Executive,102210,0.0,19,8,6.0,2,5,1,3,3,No
4.0,3.0,3.0,55,Sales,20,2,Research Scientist,47790,0.0,14,8,4.0,6,3,1,3,3,No
